RecordID_1	RecordID_2	Record1_Len	Record2_Len	MaxJaccardContain
group_1716	group_6363	810	783	0.01859229747675963
group_411	group_691	1533	1227	0.018379281537176273
group_7081	group_7084	828	741	0.01828410689170183
group_429	group_472	1506	1458	0.018207282913165267
tcuA	group_4565	1407	1434	0.01815541031227306
group_4992	group_7075	1956	528	0.018072289156626505
group_5843	group_6303	1884	1638	0.018034825870646767
group_3226	group_3196	252	267	0.018018018018018018
group_269	group_6784	1773	1536	0.017928286852589643
group_2627	group_4345	477	492	0.017897091722595078
group_3522	group_2938	366	366	0.017857142857142856
group_6267	trpB	1209	1209	0.017811704834605598
group_4260	group_1138	2454	990	0.017708333333333333
group_5016	treZ	1794	1788	0.01763367463026166
group_625	group_627	1278	1278	0.017628205128205128
group_276	group_623	1755	1281	0.017585931254996003
catM	group_1302	945	945	0.017486338797814208
group_5424	glgB	2250	2178	0.01722532588454376
group_929	group_4625	1086	1080	0.017142857142857144
group_2896	group_2898	381	381	0.017094017094017096
group_1623	group_1621	852	855	0.0170316301703163
group_1030	group_2118	1023	678	0.016975308641975308
group_1399	group_6611	915	915	0.01694915254237288
gsiA	group_335	984	1644	0.016771488469601678
group_6304	group_272	1764	1764	0.016724336793540944
group_2861	group_4213	393	465	0.01652892561983471
group_2861	group_2708	393	447	0.01652892561983471
glnQ	group_6334	756	762	0.01652892561983471
oppF~~~dppD	btuD~~~dppD	1002	1146	0.01646090534979424
group_6204	maiA	639	672	0.016420361247947456
group_7093	group_1135	762	990	0.01639344262295082
group_7093	group_1036	762	1023	0.01639344262295082
group_6153	yajR	885	1362	0.016374269005847954
group_2836	group_2846	402	399	0.016260162601626018
fcuA	group_5814	2430	2472	0.01625
group_75	group_7062	2784	2766	0.01608187134502924
group_6809	group_6817	726	873	0.015804597701149427
padR	group_4766	732	933	0.01566951566951567
group_4100	group_4101	4293	3933	0.01564945226917058
group_1952	group_4849	738	735	0.015602836879432624
glnQ	group_4849	756	735	0.015602836879432624
group_6615	group_2468	543	543	0.015594541910331383
cntF	group_4712	1761	867	0.015531660692951015
group_4312	group_1104	1002	996	0.015527950310559006
group_5842	group_860	1701	1134	0.015398550724637682
group_3	group_12	10683	6081	0.015369360436291522
tar	group_5651	1731	1914	0.015285126396237508
group_1703	group_6991	816	891	0.015267175572519083
group_932	group_938	1083	1083	0.015194681861348529
blaOXA	group_1680	828	825	0.01509433962264151
group_57	mdtC	3078	3210	0.015091863517060367
group_4601	group_2764	1311	429	0.015037593984962405
group_916	group_903	1095	1107	0.015023474178403756
group_4840	group_1220	1401	969	0.014909478168264111
group_776	group_792	1182	1173	0.014873140857392825
cysL	group_1190	984	978	0.014767932489451477
group_4887	group_7062	2799	2766	0.014619883040935672
group_1603	group_1605	861	861	0.01444043321299639
phnF	group_6599	723	723	0.01443001443001443
cyoB	group_4258	1977	2004	0.014381099126861838
group_5593	group_47	3198	3168	0.014340344168260038
group_6515	group_7081	729	828	0.01430615164520744
group_4007	group_2047	663	705	0.014218009478672985
group_6334	group_1952	762	738	0.014124293785310734
group_1952	group_6379	738	1449	0.014124293785310734
group_4243	group_6379	810	1449	0.014102564102564103
group_3535	group_6704	810	888	0.014102564102564103
group_2142	group_2047	669	705	0.014084507042253521
group_528	group_462	1380	1470	0.014074074074074074
glnQ	group_1938	756	741	0.014064697609001406
